AMB_TEMP,CH4,CO,NMHC,NO,NO2,NOx,O3,PM10,RAINFALL,RH,SO2,THC,WD_HR,WIND_DIREC,WIND_SPEED,WS_HR,PM2.5
12.1,1.81,0.29,0.05,1.4,10.6,12,36,24,0,52,4.6,1.87,19,18,4,3.8,8
12.1,1.82,0.21,0.06,0.8,6.1,6.9,41,29,0,53,2.6,1.87,20,19,4.4,3.8,11
11.9,1.82,0.21,0.06,0.7,6,6.7,41,26,0,56,2.4,1.87,14,13,4.5,3.9,9
11.5,1.83,0.23,0.07,0.7,8.4,9.1,36,34,0,61,2.5,1.9,22,28,3.5,2.9,16
11.3,1.8,0.27,0.09,0.8,12.9,13.7,31.5,33,0,64,2.8,1.9,17,16,3.5,3.1,11
11.5,1.85,0.4,0.13,1.6,17,18.6,29,28,0,64,2.7,1.97,21,32,2.4,2.9,18
12.1,1.85,0.43,0.14,3.1,19.3,22.4,27,29,0,62,2.8,1.99,18,19,3.4,2.8,11
12.5,1.85,0.38,0.15,3.8,19.2,22.9,27,32,0,61,3.2,2,19,24,3.2,2.9,18
13.3,1.85,0.38,0.16,4.6,17.5,22.1,29,39,0,60,2.9,2.01,13,10,3.1,2.3,17
13.9,1.84,0.37,0.15,3.6,14.2,17.8,31,48,0,58,2.6,1.99,21,21,3.4,2.6,18
14,1.84,0.37,0.14,3.7,15.9,19.6,32,52,0,57,2.8,1.99,24,25,3.1,2.9,18
15.1,1.8,0.37,0.15,6.7,19.6,26.3,30.8,52,0,55,2.8,2,22,21,3.7,2.8,16
15.4,1.85,0.43,0.19,5.9,21.9,27.7,33,47,0,56,3,2.04,21,24,3.7,3.2,18
16.4,1.85,0.43,0.2,3.1,20.5,23.6,41,51,0,55,3.3,2.04,36,45,3.5,2.8,22
16.5,1.85,0.48,0.2,2.2,19.7,21.9,45,63,0,57,3.5,2.04,18,16,3.1,2.4,25
15.1,1.8,0.46,0.17,1.3,17.2,18.5,42.6,90,0,65,3.2,2,15,14,4.1,3,32
13.9,1.8,0.42,0.15,1.1,16.5,17.6,38.7,99,0,68,3.5,2,14,12,4.2,3.3,26
13.2,1.84,0.4,0.14,1,18.5,19.5,34,91,0,67,3.8,1.97,17,13,4.2,3.4,23
12.5,1.84,0.36,0.13,1.1,15.9,17,34,72,0,67,3,1.97,17,13,3.8,3.5,19
11.8,1.84,0.39,0.12,1,17.1,18,31,59,0,68,3.1,1.97,18,18,4.2,3.2,21
11,1.8,0.34,0.12,0.9,14.1,15.1,32.7,52,0,69,2.6,2,15,14,3.7,3.2,21
10.5,1.8,0.33,0.11,0.9,11.4,12.3,33.6,42,0,68,3,2,19,17,3.2,3.2,20
10.3,1.85,0.3,0.1,0.8,10.8,11.5,34,38,0,69,3.1,1.95,15,15,4.1,3.4,9
10.1,1.84,0.26,0.09,0.7,8.5,9.2,36,43,0,65,2,1.93,14,18,4,3.6,11
10,1.82,0.23,0.07,0.7,6.9,7.6,38,44,0,62,2,1.89,15,12,3.6,3.3,13
10,1.81,0.19,0.06,1.5,4.2,5.7,39,40,0,60,1.7,1.87,16,16,4.2,3.9,19
9.8,1.8,0.18,0.06,1.5,4.9,6.4,36.9,37,0,60,1.7,1.9,20,23,3.2,3.6,10
9.3,1.8,0.2,0.06,1.1,7,8,33.2,36,0,62,1.7,1.9,22,18,3,2.8,6
8.9,1.84,0.23,0.08,1.3,11.8,13.1,29,36,0,65,2,1.92,17,18,2.8,2.9,4
9.1,1.85,0.42,0.15,3.7,20.2,23.9,21,33,0,64,2.2,2,20,8,3.6,2.7,10
10.4,1.84,0.38,0.12,8.5,16.2,24.6,26,38,0,60,2.3,1.97,14,20,4.2,3.3,11
12.2,1.83,0.32,0.13,11.6,15.8,27.3,28,41,0,55,2.6,1.96,27,24,3.7,3.3,11
14,1.8,0.36,0.2,12.7,18.8,31.5,25.5,46,0,52,2.4,2,24,11,2.8,2.8,14
15.8,1.82,0.37,0.2,11.5,18.1,29.6,31,41,0,48,2.5,2.01,5,358,3.3,2.9,17
16.8,1.82,0.35,0.12,4.8,12,16.8,40,43,0,48,2.3,1.94,22,30,2.6,2.6,17
17.8,1.82,0.35,0.14,4.3,11.6,16,44,49,0,47,2.1,1.96,356,351,3.5,2.7,17
18.2,1.81,0.33,0.14,3.4,10.3,13.7,50,0,0,46,2.1,1.94,8,4,4.1,3,1
17.8,1.9,0.43,0.15,3.4,16.2,19.7,43,93,0,47,3,2,4,350,3.5,2.8,36
16.4,1.8,0.44,0.17,2.8,16.6,19.3,42.8,120,0,53,3.4,2,0,356,2.7,2.9,41
14.5,1.9,0.53,0.2,2.3,19.1,21.4,38.2,123,0,61,3.1,2,4,6,3.4,2.8,40
13.1,1.86,0.52,0.19,1.8,21.2,23,32,135,0,64,3.4,2.05,14,17,4.2,3.1,36
12.1,1.86,0.5,0.2,1.9,22.6,24.4,26,123,0,66,3.6,2.06,15,19,3.5,3.1,37
11.3,1.86,0.48,0.21,1.5,20.1,21.6,26,105,0,66,3,2.07,17,17,3.3,3.1,38
10.6,1.9,0.5,0.19,1.7,22.3,24,22.2,86,0,67,2.7,2.1,17,14,3.3,3,44
10.1,1.9,0.45,0.18,1.8,19.8,21.6,22.7,76,0,68,2.6,2.1,18,29,2.5,2.8,37
9.7,1.9,0.45,0.18,1.8,22.2,24,19,75,0,68,2.8,2.08,19,13,2.6,2.1,39
9.3,1.9,0.39,0.15,1.7,18.4,20.1,23,78,0,69,2.9,2.04,16,14,3.5,2.6,41
8.9,1.9,0.34,0.12,1.3,11.4,12.7,26,69,0,71,2.1,2.01,19,22,2.9,2.6,39
8.7,1.88,0.35,0.16,1.5,12.9,14.4,22,65,0,72,2.5,2.03,22,15,3,2.5,35
8.4,1.88,0.33,0.14,0.9,14.3,15.1,19,55,0,73,2.3,2.02,18,24,3,2.7,25
8.2,1.9,0.3,0.12,0.8,10.3,11.1,22.1,51,0,73,1.8,2,22,25,3.2,2.7,28
8,1.89,0.33,0.13,1,15.1,16,15,43,0,74,2.2,2.02,30,45,2.3,2.4,23
7.9,1.96,0.42,0.17,1.1,21.9,23,9,45,0,76,2.3,2.13,22,15,1.4,1.7,23
8.3,2.01,0.58,0.28,10.1,25.2,35.2,6,56,0,77,3.1,2.29,3,8,1.8,1.3,27
10,1.95,0.63,0.27,13.7,22,35.7,12,69,0,71,3.7,2.22,20,20,2.9,1.9,37
12.4,1.9,0.55,0.27,14.5,22.3,36.7,16.9,71,0,63,3.4,2.2,34,49,2.3,2.3,39
15,1.9,0.53,0.22,10.6,22.4,33,26.6,67,0,57,3.3,2.1,50,64,2,1.9,40
16.8,1.87,0.49,0.21,7.6,21.5,29,37,62,0,53,3.1,2.07,11,349,1.8,1.3,32
18.2,1.82,0.39,0.13,3.1,11.5,14.6,56,65,0,48,2.3,1.94,327,307,2.4,1.5,34
18.7,1.81,0.35,0.1,2.1,9.7,11.8,61,70,0,48,2.1,1.91,312,302,2.5,1.5,28
18.5,1.81,0.35,0.1,1.6,9.6,11.2,65,45,0,49,2.3,1.9,302,312,2.1,2,19
18.2,1.8,0.34,0.1,1.7,10.5,12.2,64.1,38,0,49,2.6,1.9,289,282,2.7,2.3,21
17.7,1.8,0.42,0.12,1.4,14.6,16,59.3,63,0,51,2.6,1.9,336,342,2.3,2,35
16.6,1.8,0.55,0.18,1.1,19.8,20.9,48,69,0,56,2.6,1.98,341,340,1.6,2.1,24
15.7,1.82,0.63,0.22,1,23.9,24.9,36,74,0,63,2.2,2.04,355,0,2.1,1.8,20
15,1.84,0.48,0.17,0.8,20.1,20.9,31,75,0,66,2,2.01,19,14,1.6,1.4,19
14.5,1.87,0.47,0.18,1.2,19.3,20.5,25,74,0,68,1.8,2.04,12,357,1.8,1.5,23
13.9,1.9,0.59,0.21,1.4,22.8,24.1,16.6,78,0,72,2,2.1,8,11,1.4,1.3,26
13.4,1.9,0.59,0.2,1.8,25,26.8,11.5,72,0,73,2.6,2.1,22,21,1.8,1.5,30
13,1.95,0.56,0.28,1.6,28.1,29.7,7,60,0,75,3.2,2.23,27,20,1.2,1.4,26
12.7,2.06,0.66,0.33,7.4,34.7,42.1,1,55,0,78,2.9,2.39,37,60,1.4,1,26
12.6,2.1,0.64,0.31,11.9,33.5,45.5,2,61,0,78,3.1,2.41,69,71,1,1,21
12.2,2.02,0.52,0.21,2.2,23.9,26.1,11,72,0,79,2,2.23,79,76,0.9,0.7,26
11.9,2,0.44,0.2,0.9,15.8,16.7,15.6,66,0,82,1.4,2.2,85,103,1,0.8,24
11.9,1.99,0.36,0.15,0.9,10.2,11.1,24,51,0,81,1.2,2.13,76,79,1.5,1.2,25
11.8,1.95,0.37,0.14,0.9,10.9,11.8,21,41,0,82,1.1,2.09,43,26,1.5,1.3,31
11.5,2,0.51,0.23,1.6,22.5,24.1,10,40,0,83,1.9,2.23,35,21,1.6,1,31
11.4,2.08,0.58,0.3,8.8,24.1,33,8,49,0,85,3.1,2.37,23,15,1.6,1.7,43
13.3,2.1,0.77,0.28,11.3,24.9,36.2,15.4,70,0,76,3.9,2.4,24,24,2.2,1.7,42
15.7,2,0.7,0.24,11,26.2,37.2,26.3,83,0,65,4.3,2.2,36,33,1.7,1.6,47
17.6,1.95,0.53,0.19,6,18.7,24.7,41,85,0,56,3.9,2.14,16,38,2.2,1.8,43
19.3,1.92,0.44,0.13,3.2,12.7,15.8,54,65,0,48,2.4,2.05,353,28,2,1.8,39
20.4,1.81,0.37,0.1,2.1,9,11.1,64,60,0,45,1.8,1.91,354,8,2.1,1.8,35
20.6,1.86,0.42,0.1,1.5,10.6,12.1,70,54,0,48,2.3,1.96,324,328,3.5,2.5,35
20.3,1.8,0.39,0.1,1.8,11.8,13.6,67.9,53,0,49,2.9,1.9,320,340,2.7,2.4,34
20,1.8,0.39,0.1,1.6,12,13.6,66,40,0,51,2.8,1.9,323,337,2.5,2.2,37
18.8,1.79,0.4,0.11,1.6,14.8,16.3,57,36,0,62,3,1.9,335,339,1.7,2.4,28
17.5,1.78,0.43,0.14,1.1,16.8,17.8,43,51,0,77,2.6,1.92,339,344,2.6,2.4,23
16.6,1.8,0.5,0.17,1.2,19.7,20.9,31,67,0,85,1.8,1.97,356,7,3,2,22
15.8,1.8,0.38,0.13,1.1,14.8,15.9,30.1,69,0,88,1.4,1.9,8,11,2.5,2.1,21
15.3,1.8,0.32,0.1,1,12.5,13.5,27.8,57,0,91,1.2,1.9,13,17,2.5,2.3,28
15.3,1.8,0.34,0.1,1,13.7,14.7,25,54,0,92,1.1,1.9,26,28,2.7,2.2,28
15.4,1.8,0.34,0.09,1,12.3,13.3,26,60,0,91,1,1.9,33,32,1.4,1.6,34
15.3,1.81,0.35,0.1,0.9,13.2,14.1,24,62,0,91,0.5,1.91,26,10,2.3,1.8,38
15.2,1.81,0.28,0.1,0.8,10.9,11.7,27,65,0,92,1.1,1.9,31,32,1.7,1.6,37
15,1.8,0.32,0.11,0.7,13.3,14,20.7,65,0,93,1.8,1.9,37,35,1.7,1.4,33
14.6,1.86,0.32,0.11,0.9,15.5,16.4,18,74,0,95,1.8,1.97,28,18,1.8,1.8,32
14.4,1.84,0.26,0.09,0.9,10.7,11.6,19,68,0,97,1.7,1.93,24,34,2.1,1.8,33
14.2,1.83,0.29,0.07,1.5,9.3,10.8,20,69,0,97,1.7,1.9,29,23,1.5,1.8,41
13.8,1.85,0.32,0.09,1.3,12.4,13.7,14,66,0,98,1.9,1.94,20,17,2.4,1.9,38
13.4,1.9,0.4,0.15,2.7,20.3,23,5.9,68,0,97,1.8,2.1,23,30,2.2,1.9,35
13.3,1.92,0.71,0.25,16.7,23.5,40.1,4,69,0,97,2.1,2.17,23,23,2.2,2.2,24
14.2,1.93,0.77,0.29,17.9,22.8,40.7,10,63,0,94,2.5,2.21,29,33,2,2.1,30
16.6,1.87,0.7,0.24,10.4,19.4,29.8,21,64,0,76,3.2,2.11,15,12,3,2.7,28
19,1.86,0.62,0.19,9.6,21.3,30.8,27,66,0,66,4.4,2.05,22,5,2.7,2.5,36
20.7,1.8,0.52,0.17,6.1,17,23.1,39.1,64,0,60,4.2,2,5,350,2.7,2.1,26
21.9,1.9,0.39,0.13,3.9,12.6,16.5,51.4,59,0,56,3.6,2,3,354,2.6,2,30
22.3,1.83,0.33,0.11,2.6,10.8,13.4,57,56,0,59,3.2,1.94,355,353,2.8,2,28
22.5,1.8,0.32,0.12,2.4,10.6,12.9,59,62,0,60,3.1,1.92,351,341,2.5,1.9,32
22.1,1.81,0.34,0.12,2.8,13.9,16.7,52,71,0,67,3.3,1.93,329,331,2.8,2.3,28
20.8,1.79,0.44,0.16,2.8,17.2,20,44,73,0,73,3.4,1.95,341,336,2.5,2.3,27
19.4,1.8,0.59,0.21,1.8,20.9,22.7,35.5,71,0,79,3.3,2,351,1,2.6,2,29
18.2,1.82,0.57,0.21,1.6,20.5,22.1,31,70,0,85,2.8,2.02,6,13,2.5,1.9,26
17.5,1.83,0.4,0.16,1.6,15.4,17,31,63,0,88,2.3,1.99,15,14,2.6,2.2,26
17,1.84,0.46,0.19,1.7,19.7,21.4,20,58,0,91,2.4,2.03,23,25,2.1,1.7,20
16.7,1.86,0.49,0.23,1.8,24,25.7,13,59,0,93,2.9,2.09,27,24,2.9,2.2,24
16.5,1.8,0.41,0.19,1.8,19.2,21,16.1,73,0,95,2.3,2,31,21,1.8,1.9,32
16.5,1.8,0.35,0.16,1.5,14.1,15.6,20,82,0,95,1.9,2,19,18,1.4,1.7,40
16.4,1.84,0.32,0.13,1.4,13.9,15.3,20,83,0,95,0.5,1.97,22,15,2.4,1.8,49
16.3,1.85,0.3,0.14,1.5,14.1,15.5,21,82,0,94,1.2,1.98,30,42,2.3,2,49
16,1.86,0.31,0.14,1.4,12.6,14,20,84,0,94,1.1,2.01,30,20,2.5,2.2,51
15.9,1.87,0.33,0.17,1.3,13.8,15.1,19,90,0,94,1.2,2.04,34,45,2,2.1,51
15.8,1.9,0.33,0.16,1,13.6,14.7,19.2,91,0,94,1.1,2,30,26,1.8,1.9,54
15.8,1.9,0.36,0.18,1.1,15.7,16.8,15.1,98,0,94,1.1,2.1,33,36,1.4,1.5,59
15.7,1.9,0.4,0.2,1.2,18.6,19.8,12,97,0,94,1.2,2.1,37,49,1.4,1.4,63
15.8,1.87,0.61,0.27,4.4,20.2,24.6,11,95,0,93,1.9,2.14,24,18,2.6,1.9,64
17.1,1.87,0.76,0.34,9.1,22.4,31.5,15,85,0,87,4.1,2.21,31,20,2.6,2.2,57
19,1.9,0.64,0.33,8.3,22.3,30.6,24.4,82,0,78,4.4,2.2,34,29,2.5,2,48
20.7,1.9,0.59,0.3,6.7,23,29.7,35.1,88,0,71,3.3,2.2,9,355,2.5,2,46
22.1,1.89,0.64,0.25,3.8,17.2,21,45,90,0,64,2.8,2.14,2,354,2.8,1.9,46
23.2,1.87,0.51,0.21,3.5,15.7,19.2,46,91,0,56,3,2.08,2,352,2.8,2.2,45
23.9,1.82,0.46,0.16,3,13.4,16.4,43,87,0,54,3.1,1.98,360,346,2.6,2.5,41
24.5,1.8,0.41,0.23,3.7,15.2,18.9,41.7,86,0,54,3.6,2,7,2,3.2,2.5,36
23.9,1.8,0.49,0.3,3,17.7,20.7,38.9,81,0,59,3.7,2.1,353,359,1.7,1.9,28
23.4,1.8,0.56,0.28,3,23.4,26.3,29,77,0,58,3.6,2.07,347,344,2.3,2.1,26
22.4,1.81,0.75,0.3,2.6,28.9,31.5,20,68,0,64,3.7,2.12,3,12,1.8,1.6,21
21.7,1.83,0.84,0.31,1.8,32.2,34,16,67,0,64,3.7,2.13,18,15,1.7,1.4,26
21.5,1.88,0.87,0.36,3.3,36.2,39.6,9,73,0,64,3.7,2.24,10,27,1.7,1.2,24
21.3,1.9,0.74,0.33,2.4,34.1,36.5,8.5,77,0,64,3.8,2.2,25,17,1.8,1.5,32
21,1.96,0.82,0.38,4.6,36,40.5,4,78,0,67,4,2.34,19,27,1.7,1.2,34
20.8,2.02,0.79,0.38,5.3,34.9,40.3,2,87,0,69,4.1,2.4,9,355,1.6,1.2,42
20.4,2.03,0.6,0.34,3.3,32.1,35.4,3,88,0,74,3.6,2.37,16,32,1.3,1.3,46
20.3,2.06,0.55,0.4,3.1,31.9,35.1,3,95,0,74,4.1,2.46,28,15,1.2,1.2,43
20.6,2.1,0.63,0.38,7.3,37.6,45,1,80,0,74,4.3,2.5,57,70,1,1,47
21.1,2.1,0.58,0.34,6.9,39.4,46.3,1.3,86,0,72,5.3,2.5,1,342,1.6,0.4,47
20.3,2.25,0.59,0.36,13.1,31.9,44.9,1,94,0,79,4.2,2.62,19,32,1.7,1.2,61
20.2,2.28,0.62,0.41,13,30.9,43.9,1,101,0,81,4,2.68,14,353,1.5,1.1,58
20.1,2.32,0.59,0.35,12.7,29.7,42.4,1,101,0,81,3.2,2.67,12,12,1.5,1.5,66
19.7,2.3,0.57,0.32,9,28.3,37.2,1.2,83,0,80,2.9,2.6,13,22,2,2,59
19.6,2.16,0.74,0.33,10.4,23.3,33.8,4,73,0,75,2.8,2.49,13,15,2.1,2.1,51
20.3,2.2,1,0.47,21.7,28.1,49.8,5,67,0,76,3.5,2.67,358,0,1.2,1.4,42
21.7,2.09,0.85,0.45,17.7,28.8,46.5,13,71,0,72,3.8,2.54,6,359,2.2,1.5,38
23.8,1.9,0.65,0.31,9.8,21,30.8,26.7,72,0,63,3.6,2.2,358,356,2.5,1.8,43
24.9,1.9,0.58,0.25,5.5,17.9,23.4,37.1,72,0,59,3.2,2.1,19,17,2.4,2.1,41
25.3,1.87,0.57,0.23,5.7,19.5,25.2,37,64,0,60,3.7,2.1,19,8,2.7,2,45
25.6,1.86,0.49,0.19,5,18.5,23.5,42,69,0,62,3.8,2.05,14,13,1.7,1.6,47
25.9,1.85,0.47,0.22,4.1,18.7,22.8,44,81,0,62,3.8,2.07,19,22,2.1,1.6,48
25.9,1.8,0.48,0.22,3.6,20.8,24.4,38.3,90,0,61,4.1,2,39,46,1.5,1.4,51
25.5,1.8,0.73,0.32,4,29.2,33.2,29.8,93,0,62,4.6,2.2,5,160,1.8,0.6,44
23.6,1.83,0.82,0.33,3.1,34.4,37.5,24,88,0,73,3.5,2.15,269,346,2.1,0.4,46
22,1.82,0.76,0.29,3.1,31.3,34.3,16,95,0,77,3.5,2.12,354,18,2.2,2,38
21.2,1.89,0.55,0.24,2.4,19.7,22.1,30,102,0,80,2.4,2.13,15,18,2.1,2,48
20.5,1.9,0.65,0.25,2.2,22.8,25,31.3,115,0,83,2.5,2.2,18,20,1.7,1.8,63
20.2,1.97,0.73,0.3,2.9,28.6,31.4,23,135,0,86,2.8,2.27,23,16,1.7,1.5,77
20,2,0.71,0.27,2.3,25.2,27.5,19,139,0,87,2.8,2.27,23,37,2.3,1.7,79
19.9,2.01,0.67,0.26,2.5,27.5,30,12,139,0,88,3.7,2.28,28,21,2.2,1.9,86
19.7,2.05,0.65,0.25,2.5,27,29.5,10,127,0,89,3.7,2.31,23,19,2.3,1.9,92
19.6,2,0.55,0.18,2.4,19.9,22.3,15.7,127,0,90,2.7,2.2,13,15,2.4,2.2,92
19.4,2,0.47,0.15,2.1,14.7,16.8,20.2,111,0,90,2.6,2.1,15,19,2.6,2.1,73
19.4,1.94,0.43,0.18,1.9,13.7,15.6,19,101,0,90,2.6,2.13,25,77,1.2,1.7,59
19.5,1.96,0.47,0.18,2.1,16.6,18.7,15,88,0,90,2.9,2.14,33,24,1.1,0.8,56
19.5,2.02,0.5,0.21,2.2,20,22.2,9,98,0,90,2.9,2.23,352,344,1.2,0.4,56
19.6,2.08,0.59,0.26,2.8,25.1,28,4,100,0,90,2.9,2.34,12,17,1,0.6,53
19.8,2.1,0.92,0.35,12.8,26.7,39.5,2.7,108,0,90,3.4,2.4,5,350,1.7,1.1,54
20.2,2.02,0.88,0.31,12.7,24.4,37.1,8,107,0,88,3.1,2.33,9,14,2.6,1.8,53
21.5,1.96,0.69,0.28,10.6,20.2,30.8,17,104,0,83,3.1,2.24,16,9,2.8,2,53
22.7,1.9,0.58,0.25,8.4,19.1,27.5,24.4,98,0,79,2.9,2.2,7,352,3.1,2.3,49
23.5,1.89,0.62,0.24,6.3,17.7,24,31,94,0,76,2.6,2.12,5,15,3.2,2,53
23.7,1.87,0.57,0.18,4.6,15.5,20.1,41,99,0,75,2.3,2.05,358,350,3.1,2.1,57
24.3,1.8,0.47,0.13,3.6,11.9,15.5,50.8,0,8.2,72,2.3,2,3,357,1.9,2,1
24.8,1.8,0.45,0.15,2.7,12.3,15,48.1,103,0,71,2.2,2,349,356,1.7,1.6,37
23.8,1.8,0.46,0.16,2.7,17.9,20.6,47,101,0,76,2.6,1.96,319,329,2.3,1.9,37
23,1.8,0.57,0.18,2.8,21.8,24.6,43,93,0,79,2.5,1.97,332,335,2.4,2.1,37
22.2,1.81,0.69,0.22,2.3,22.5,24.7,38,93,0,82,2.1,2.03,350,350,2.6,2.1,37
21.6,1.8,0.66,0.21,2.1,20.5,22.6,35.2,85,0,84,2,2,2,13,1.9,1.9,34
21.3,1.9,0.63,0.22,2.1,20.3,22.4,29.1,89,0,85,2,2.1,10,20,1.8,1.8,37
20.7,1.88,0.54,0.15,2,17,19,28,85,0,86,2.5,2.03,14,357,2.1,2,34
20.2,1.87,0.48,0.12,2,13.4,15.4,30,72,0,87,2,1.99,16,28,1.5,2,37
20.2,1.86,0.48,0.18,2,15.9,17.9,26,54,0,87,2,2.03,20,2,1.8,1.4,31
20,1.9,0.38,0.14,2.2,12.7,14.9,28,55,0,89,1.7,2,6,2,1.7,1.3,32
19.9,1.9,0.38,0.11,2.1,12.7,14.8,24.3,69,0,89,2.4,2,16,7,1.7,1.6,26
19.9,1.9,0.37,0.12,2.1,13.5,15.6,22,80,0,90,2.3,2.02,12,17,2,1.5,36
19.7,1.9,0.37,0.1,2.2,9.9,12.1,22,84,0,91,1.8,2,14,21,2.2,1.5,44
19.7,1.9,0.37,0.15,1.5,12.4,13.9,18,82,0,92,1.9,2.04,18,35,1.7,1.8,62
19.6,1.93,0.48,0.17,2,17.5,19.5,9,86,0,92,2,2.1,24,29,1.9,1.8,66
19.7,1.9,0.49,0.15,2.2,17.6,19.7,8.1,93,0,93,1.7,2.1,21,23,2.6,2.1,67
19.6,1.9,0.41,0.18,2.2,17.6,19.8,8,100,0,94,1.6,2.08,21,26,2.3,2.2,67
19.5,1.89,0.64,0.22,3.7,20.4,24.2,10,85,0,93,1.7,2.11,30,27,2.4,2.1,56
19.6,1.89,0.67,0.23,6,20.9,26.9,12,57,0,92,1.9,2.12,29,30,1.6,2,49
20,1.89,0.59,0.3,7.7,19.9,27.7,15,40,0,89,2.1,2.19,18,27,2.3,2,35
21.1,1.9,0.6,0.39,9.3,21.2,30.4,18.1,45,0,85,2.6,2.3,33,21,1.7,1.5,34
22.3,1.9,0.59,0.35,8,20.1,28.1,26.5,49,0,80,2.9,2.2,20,338,2,1.1,26
23.8,1.88,0.59,0.28,6.1,19.4,25.5,39,49,0,74,2.5,2.16,352,10,1.7,1.2,32
24,1.87,0.57,0.32,5.2,19.5,24.7,37,46,0,74,2.8,2.19,355,360,2.5,1.9,20
24.1,1.86,0.54,0.2,3.8,16.1,19.8,44,54,0,74,2.5,2.06,355,12,2.3,2.1,18
24.1,1.9,0.52,0.2,3.3,17.9,21.2,41,63,0,74,2.7,2.1,14,353,3.1,2,31
22.9,1.88,0.65,0.22,4.4,22.1,26.5,30,67,0,77,3.1,2.1,9,10,2.2,2.3,33
21.8,1.87,0.68,0.25,2.7,26.2,28.9,25,72,0,81,2.8,2.13,18,21,2,1.9,30
21.3,1.9,0.78,0.31,2.4,32.3,34.7,16,67,0,83,2.9,2.21,30,45,2.2,1.9,34
21.2,1.93,0.85,0.34,3,37.2,40.2,8,73,0,84,3.4,2.27,42,38,1.6,1.2,37
21.2,2,0.89,0.38,4.7,41.9,46.5,2.4,78,0,85,3.9,2.3,32,41,1.4,1.1,42
20.8,2.01,0.97,0.41,7.7,36.8,44.5,3,86,0,86,3.5,2.42,358,18,1.2,1.3,46
20,2,0.64,0.24,2.7,23.3,26,10,81,0,88,2.7,2.23,9,25,1.6,1.3,46
19.7,1.95,0.43,0.15,2.1,14.5,16.6,18,73,0,89,2.3,2.1,5,7,2.1,1.9,51
19.3,1.89,0.33,0.1,2,8.6,10.6,27,58,0,90,2.3,1.99,15,12,2.2,2.2,41
19,1.9,0.33,0.1,1.8,9,10.8,26.9,48,0,91,1.4,2,23,30,1.9,2,38
19,1.9,0.34,0.09,1.8,10.2,12,26.8,39,0,91,1.4,2,8,8,1.6,1.3,32
19.1,1.88,0.35,0.08,1.7,7.7,9.4,30,44,0,90,1.5,1.96,1,15,1,1.6,38
19.1,1.89,0.39,0.09,1.9,9,10.9,27,57,0,90,1.8,1.98,19,11,2,1.4,44
19.1,1.91,0.45,0.14,1.9,11.3,13.2,20,72,0,90,2,2.05,20,17,0.8,0.8,45
19.2,1.95,0.54,0.16,2.1,17.3,19.4,13,81,0,90,2.1,2.11,37,51,1,1,45
19.2,2,0.67,0.22,4.8,21.3,26.1,8.8,84,0,90,2.4,2.2,38,6,0.7,0.6,55
19.8,2.03,0.83,0.3,10.9,23.4,34.4,11,94,0,88,3.1,2.33,14,19,1.2,0.9,66
20.9,2.01,0.82,0.29,11.5,23.7,35.2,19,119,0,84,3.6,2.3,352,2,1.6,1,78
22.4,2.01,0.73,0.28,10.5,24.1,34.6,29,128,0,78,3.5,2.29,1,22,1.4,1.4,73
23.5,1.97,0.71,0.23,5.7,19.3,25,44,131,0,74,3.8,2.19,337,336,2.2,1.4,79
24.5,1.9,0.63,0.17,3.9,16.4,20.3,56.8,117,0,72,4.7,2.1,300,270,2.6,1.5,87
25.4,1.87,0.54,0.12,2.9,13.8,16.7,68,106,0,68,5.2,1.99,246,285,1.1,1.2,80
25.8,1.82,0.45,0.1,2.5,11.3,13.8,65,93,0,67,3.2,1.92,271,308,2.4,1.8,63
24.4,1.85,0.57,0.14,2.9,16.9,19.7,65,95,0,73,3.6,1.98,325,330,3,2.2,48
23.3,1.84,0.6,0.14,2.5,17.8,20.3,58,100,0,75,3.5,1.98,335,331,2.7,2.4,52
21.9,1.8,0.67,0.16,2.2,21.8,24,49.9,103,0,79,3.8,2,336,339,2.3,2.5,61
20.9,1.9,0.75,0.19,2,24,26,42.7,92,0,83,3.9,2,340,343,1.5,2.1,64
20.4,1.88,0.69,0.18,2,21.3,23.3,39,95,0,85,3.1,2.06,9,8,1.7,1.9,62
20.1,1.88,0.59,0.14,2,15.7,17.8,46,105,0,86,1.8,2.02,12,12,3,2.2,63
19.6,1.94,0.62,0.13,2,15.5,17.5,39,110,0,88,1.7,2.06,13,2,1.9,1.8,59
19,1.97,0.65,0.13,1.9,16,17.9,31,117,0,90,2,2.1,8,15,2.2,1.7,62
18.7,2,0.59,0.11,1.8,13.7,15.4,29.2,109,0,91,1.9,2.1,18,22,2.6,1.8,52
18.5,1.94,0.61,0.12,1.8,14.1,15.9,24,111,0,92,1,2.06,20,28,2.1,2.5,57
18.6,1.93,0.63,0.12,1.8,13.4,15.2,22,108,0,93,1.4,2.05,11,6,2.4,1.9,69
18.7,1.91,0.57,0.11,1.8,12,13.8,23,122,0,93,1.2,2.02,8,11,1.4,1.4,87
18.7,1.93,0.57,0.12,1.5,13.2,14.7,19,124,0,93,1.2,2.05,24,14,1.9,1.3,90
18.7,1.91,0.58,0.12,1.6,15.7,17.3,14,126,0,93,1.2,2.02,15,15,1.7,1.7,84
18.7,1.9,0.53,0.12,1.6,12.7,14.2,17.8,109,0,93,1.2,2,8,13,2.3,1.4,77
18.7,1.91,0.56,0.13,1.5,13.8,15.3,14,100,0,93,1.2,2.04,14,9,1.5,1.7,74
